name,price,url,views_cnt,city,seller,seller_rating,comments_cnt
Этно кольца и браслеты,500.0,https://www.avito.ru/derbent/odezhda_obuv_aksessuary/etno_koltsa_i_braslety_4297498885?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,179,Дербент,Анжела,,0
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3865938301?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,357,Махачкала,ethno,,217
Украшение в бохо этно стиле (Индия),400.0,https://www.avito.ru/ekaterinburg/chasy_i_ukrasheniya/ukrashenie_v_boho_etno_stile_indiya_4691090891?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,50,Екатеринбург,AV,,16
"Украшения Этно/ кулон, сумочка",1300.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_etno_kulon_sumochka_3518521996?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,249,Москва,Татьяна,,50
Украшения этника Афганистан лазурит новые,4500.0,https://www.avito.ru/borovsk/chasy_i_ukrasheniya/ukrasheniya_etnika_afganistan_lazurit_novye_4255540326?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,834,Боровский р-н,восточная лавка,,17
Кулон украшение на шею Новый деревянный,500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_ukrashenie_na_sheyu_novyy_derevyannyy_4945567698?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,90,Москва,Татьяна,,58
Бусы-колье из натурального агата. Этно-бохо стиль,2000.0,https://www.avito.ru/klin/chasy_i_ukrasheniya/busy-kole_iz_naturalnogo_agata._etno-boho_stil_7259865607?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,53,Клин,EKo Style Bijou,,26
"Украшения в этно, бохо стиле",1100.0,https://www.avito.ru/sankt-peterburg_peterhof/chasy_i_ukrasheniya/ukrasheniya_v_etno_boho_stile_4413522673?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,241,Санкт-Петербург,A'Mara,,68
Продам украшение на шею,1600.0,https://www.avito.ru/moskovskaya_oblast_rozhdestveno/chasy_i_ukrasheniya/prodam_ukrashenie_na_sheyu_3281785922?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,114,г.о. Истра,Оксана И,,4
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4468207752?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,1064,Махачкала,SAFIYA,,50
Авторские украшения Серьги этно Африка,1750.0,https://www.avito.ru/moskva_zelenograd/chasy_i_ukrasheniya/avtorskie_ukrasheniya_sergi_etno_afrika_3488660178?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,136,Москва,ArtBijou Натальи Пахомовой,,4
Этно бохо браслеты из метала (альпака) Тибет,300.0,https://www.avito.ru/tambov/chasy_i_ukrasheniya/etno_boho_braslety_iz_metala_alpaka_tibet_3854920135?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,919,Тамбов,Александра Александровна,,21
Этно украшения,370.0,https://www.avito.ru/volgograd/chasy_i_ukrasheniya/etno_ukrasheniya_4858013938?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,54,Волгоград,Елена Ткачева,,142
Этно украшения,350.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4428867518?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,82,Махачкала,Patya,,5
"Этно серьги, брелки, подвески",1200.0,https://www.avito.ru/spokoynaya/chasy_i_ukrasheniya/etno_sergi_brelki_podveski_3802918621?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,146,Отрадненский р-н,Елена Иванова,,24
"Золотое кольцо бижутерия в этно-стиле ""Ритм""",799.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/zolotoe_koltso_bizhuteriya_v_etno-stile_ritm_4687417621?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,19,Москва,Amvia,,1
"Золотое кольцо в этно-стиле ""Нить""",799.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/zolotoe_koltso_v_etno-stile_nit_4719393430?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,15,Москва,Amvia,,1
"Национальные украшения, Этно стиль",600.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/natsionalnye_ukrasheniya_etno_stil_3903679046?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,92,Уфа,Garderob_ufa1,,13
Серьги этно-стиль индийские куклы,300.0,https://www.avito.ru/tyumen/chasy_i_ukrasheniya/sergi_etno-stil_indiyskie_kukly_7255860209?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,17,Тюмень,Секретная полка,,10
Этно бижутерия,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_bizhuteriya_2807250247?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,20726,Махачкала,Safa-Shop,,1
"Украшения Бохо, этно, винтаж",200.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_boho_etno_vintazh_3817748189?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,406,Москва,Viktoria,,217
Украшения бижутерия + серебро пакетом с копилкой,1200.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_bizhuteriya_serebro_paketom_s_kopilkoy_7233976313?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,44,Москва,Галина,,29
"Серебряное кольцо в этно стиле ""Листопад""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno_stile_listopad_4654559523?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkhoSUZhTXhXUXNSY2pscWMiO31aKuogJgAAAA,18,Москва,Amvia,,1
Бусы-колье из натурального агата. Этно-бохо стиль,2000.0,https://www.avito.ru/klin/chasy_i_ukrasheniya/busy-kole_iz_naturalnogo_agata._etno-boho_stil_7259865607?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,53,Клин,EKo Style Bijou,,26
Этно украшения,4000.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_7208558767?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,72,Махачкала,Аминат,,18
Украшения этника Афганистан лазурит новые,4500.0,https://www.avito.ru/borovsk/chasy_i_ukrasheniya/ukrasheniya_etnika_afganistan_lazurit_novye_4255540326?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,834,Боровский р-н,восточная лавка,,17
Браслет этно новый,220.0,https://www.avito.ru/ivanovo/odezhda_obuv_aksessuary/braslet_etno_novyy_4672521244?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,5,Иваново,Юлия,,29
Этно украшения,650.0,https://www.avito.ru/kazan/chasy_i_ukrasheniya/etno_ukrasheniya_3656454136?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,1101,Казань,Гузель,,6
"Серебряное кольцо в этно-стиле ""Связь""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_svyaz_4654774295?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,24,Москва,Amvia,,1
Кольца этно,650.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/koltsa_etno_3365538976?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,129,Москва,Ресейл,,6
Этно украшения,370.0,https://www.avito.ru/volgograd/chasy_i_ukrasheniya/etno_ukrasheniya_4858013938?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,54,Волгоград,Елена Ткачева,,142
"Гребни, кость, Этно. стиль Испания",600.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/grebni_kost_etno._stil_ispaniya_4233418789?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,334,Москва,Уильям,,28
"Этно серьги, брелки, подвески",1200.0,https://www.avito.ru/spokoynaya/chasy_i_ukrasheniya/etno_sergi_brelki_podveski_3802918621?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,146,Отрадненский р-н,Елена Иванова,,24
Авторские украшения Серьги этно Африка,1750.0,https://www.avito.ru/moskva_zelenograd/chasy_i_ukrasheniya/avtorskie_ukrasheniya_sergi_etno_afrika_3488660178?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,136,Москва,ArtBijou Натальи Пахомовой,,4
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4468207752?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,1064,Махачкала,SAFIYA,,50
Серьги этно бохо,790.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/sergi_etno_boho_2932237499?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,1948,Москва,Надежда,,1
"Национальные украшения, Этно стиль",600.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/natsionalnye_ukrasheniya_etno_stil_3903679046?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,92,Уфа,Garderob_ufa1,,13
Этнические украшения,600.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etnicheskie_ukrasheniya_4506919789?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,60,Москва,Viktorya,,3
"Этно украшение, слеиф, медь",2000.0,https://www.avito.ru/almetevsk/chasy_i_ukrasheniya/etno_ukrashenie_sleif_med_5004190732?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,38,Альметьевский р-н,Айгуль Цветочек,,0
Колье в этно стиле из натуральной кожи,950.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/kole_v_etno_stile_iz_naturalnoy_kozhi_4745830014?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,173,Москва,Сергей,,163
Этно украшения,1300.0,https://www.avito.ru/almetevsk/chasy_i_ukrasheniya/etno_ukrasheniya_4508983680?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,70,Альметьевский р-н,Настя Шайдуллина,,15
Набор украшений пакетом в этно/эко стиле,550.0,https://www.avito.ru/chelyabinsk/chasy_i_ukrasheniya/nabor_ukrasheniy_paketom_v_etnoeko_stile_4420655062?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,75,Челябинск,Диля,,33
"Сет колец, этно, бохо украшения, пакетом, набор",400.0,https://www.avito.ru/kostroma/chasy_i_ukrasheniya/set_kolets_etno_boho_ukrasheniya_paketom_nabor_4573532794?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,378,Кострома,Катерина К,,47
Этно украшения,500.0,https://www.avito.ru/vladimir/chasy_i_ukrasheniya/etno_ukrasheniya_3815371746?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,61,Владимир,Alexsander,,12
Этнические украшения. Прокат и продажа,400.0,https://www.avito.ru/kazan/chasy_i_ukrasheniya/etnicheskie_ukrasheniya._prokat_i_prodazha_4676672952?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,455,Казань,Руфина,,10
"Новое этно-украшение, дерево",380.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/novoe_etno-ukrashenie_derevo_1975576083?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,397,Санкт-Петербург,Мария,,77
Этно бижутерия,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_bizhuteriya_2807250247?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,20726,Махачкала,Safa-Shop,,1
Украшения ручной работы в стиле Этно из фетра,700.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_ruchnoy_raboty_v_stile_etno_iz_fetra_4246222381?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,24,Москва,Чайка,,0
Деревянное украшение на кожаном шнурке,550.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/derevyannoe_ukrashenie_na_kozhanom_shnurke_5089514220?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,88,Москва,Дарья,,104
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3034287172?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,1137,Махачкала,ethno,,217
"Украшение этно, бохо",860.0,https://www.avito.ru/sergiev_posad/chasy_i_ukrasheniya/ukrashenie_etno_boho_4212553117?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,116,Сергиево-Посадский г.о.,Алена,,63
Кулон ожерелье украшение из ракушек Бохо Этно,913.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_ozherele_ukrashenie_iz_rakushek_boho_etno_4556995461?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,22,Москва,"Наталья, Михаил",,90
Украшение на голову,400.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrashenie_na_golovu_3368134539?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,53,Москва,Наби,,25
Этно украшения,400.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/etno_ukrasheniya_4487001906?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,178,Уфа,Эля,,13
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3865938301?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,357,Махачкала,ethno,,217
Этнические кольца,500.0,https://www.avito.ru/sankt-peterburg/odezhda_obuv_aksessuary/etnicheskie_koltsa_4678946461?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,16,Санкт-Петербург,наталья,,188
"Серебряное кольцо в этно-стиле ""Танец плетений""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_tanets_pleteniy_4623248568?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,31,Москва,Amvia,,1
"Украшения. Колье этно, Бусы",60.0,https://www.avito.ru/suhinichi/chasy_i_ukrasheniya/ukrasheniya._kole_etno_busy_2812496150?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,142,Сухиничский р-н,Светлана,,10
Женские украшения,1000.0,https://www.avito.ru/perm/chasy_i_ukrasheniya/zhenskie_ukrasheniya_3861392415?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,187,Пермь,Анастасия,,18
Украшения ручной работы,1182.0,https://www.avito.ru/izhevsk/chasy_i_ukrasheniya/ukrasheniya_ruchnoy_raboty_7197470465?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,25,Ижевск,Лилия,,4
Бужутерия этно,100.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/buzhuteriya_etno_3415354962?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,2946,Махачкала,Safa-Shop,,1
Кольца перстни бохо этно реконструкция,1000.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/koltsa_perstni_boho_etno_rekonstruktsiya_4319850452?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,217,Санкт-Петербург,Марьям,,138
Готическое Украшение Бохо Этно Готика чокер,2500.0,https://www.avito.ru/chernogolovka/chasy_i_ukrasheniya/goticheskoe_ukrashenie_boho_etno_gotika_choker_4083854340?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,1231,Черноголовка,FrozenDrop - VelvetCrow,,82
Этно украшения,2000.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4298891535?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,242,Махачкала,Bainat,,7
Этно украшения,550.0,https://www.avito.ru/mahachkala/odezhda_obuv_aksessuary/etno_ukrasheniya_4750210707?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,15,Махачкала,Патя,,1
Комплект украшений натуральный перламутр,1250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/komplekt_ukrasheniy_naturalnyy_perlamutr_3735887888?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,53,Москва,Ольга,,476
"Пояса стиль бохо,этно,хиппи",600.0,https://www.avito.ru/kazan/odezhda_obuv_aksessuary/poyasa_stil_bohoetnohippi_7249348846?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,3,Казань,Маргарита,,12
Этно украшения колье ажурные перья гестия,999.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_kole_azhurnye_perya_gestiya_3620086170?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InhLdGRBQzcwOVp5bndkOGQiO32w1cZ8JgAAAA,768,Москва,Ясер,,39
Украшения в этно стиле,268.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_v_etno_stile_7249486819?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,10,Москва,Мадина,,0
"Новое этно-украшение, дерево",380.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/novoe_etno-ukrashenie_derevo_1975576083?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,397,Санкт-Петербург,Мария,,77
Этно украшения,500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_4581817643?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,1092,Москва,Товары из Кыргызстана,,9
Этно украшения и кольцо с арабской надписью,200.0,https://www.avito.ru/magas/chasy_i_ukrasheniya/etno_ukrasheniya_i_koltso_s_arabskoy_nadpisyu_4697704462?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,202,Магас,Хава Клематова,,2
