name,price,url,views_cnt,city,seller,seller_rating,comments_cnt
"Пояса стиль бохо,этно,хиппи",600.0,https://www.avito.ru/kazan/odezhda_obuv_aksessuary/poyasa_stil_bohoetnohippi_7249348846?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,3,Казань,Маргарита,,12
"Золотое кольцо бижутерия в этно-стиле ""Ритм""",799.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/zolotoe_koltso_bizhuteriya_v_etno-stile_ritm_4687417621?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,20,Москва,Amvia,,1
Этно украшения кольца,110.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_koltsa_3392370120?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,9840,Махачкала,Халимат,,36
Национальные украшения,350.0,https://www.avito.ru/kazan/chasy_i_ukrasheniya/natsionalnye_ukrasheniya_4870187850?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,473,Казань,Роза,,37
Этно украшения,550.0,https://www.avito.ru/mahachkala/odezhda_obuv_aksessuary/etno_ukrasheniya_4750210707?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,15,Махачкала,Патя,,1
Казахские украшения,10.0,https://www.avito.ru/sol-iletsk/chasy_i_ukrasheniya/kazahskie_ukrasheniya_4654236019?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,233,Соль-Илецк,Товары,,6
"Серебряное кольцо в этно-стиле ""Серебряная волна""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_serebryanaya_volna_4655076899?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,122,Москва,Amvia,,1
Украшения в этно стиле,1200.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_v_etno_stile_3681327888?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,2094,Москва,Евгения,,40
Украшения для волос этно,990.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_dlya_volos_etno_4502336464?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,311,Москва,ST_krossshop,,22
Кольца этно растения,250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/koltsa_etno_rasteniya_4750371631?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,634,Москва,Elena,,156
"Серебряное кольцо в этно-стиле ""Традиция""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_traditsiya_4655137163?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,73,Москва,Amvia,,1
"Татарские украшения, брошки с орнаментом",600.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/tatarskie_ukrasheniya_broshki_s_ornamentom_7255721425?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,13,Уфа,Alsu - аксессуары для девушек,,6
Этно украшения,2500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_4635293728?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,828,Москва,Надежда Долгая,,16
Этно украшения,50.0,https://www.avito.ru/kaspiysk/chasy_i_ukrasheniya/etno_ukrasheniya_4027191533?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,2427,Каспийск,Мурад,,3
Украшения из природного камня,700.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_iz_prirodnogo_kamnya_4787388151?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,861,Москва,Софья,,12
Этно украшения серьги,390.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_sergi_4502447244?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,43,Москва,ST_krossshop,,22
Этно украшения колье ажурные перья гестия,999.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_kole_azhurnye_perya_gestiya_3620086170?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,768,Москва,Ясер,,39
Этно украшение (национальное) на голову. Тика,495.0,https://www.avito.ru/sterlitamak/chasy_i_ukrasheniya/etno_ukrashenie_natsionalnoe_na_golovu._tika_3751415972?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,2256,Стерлитамак,Надежда,,15
Этно украшения,600.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_3690469833?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,2592,Москва,Нелли,,18
Украшение тика для волос этно,322.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/ukrashenie_tika_dlya_volos_etno_4341097681?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,47,Москва,Анна,,11
"Серебряное кольцо бижутерия в этно-стиле ""Геометри",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_bizhuteriya_v_etno-stile_geometri_4655228494?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,50,Москва,Amvia,,1
Колье в этно стиле из натуральной кожи,950.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/kole_v_etno_stile_iz_naturalnoy_kozhi_4745830014?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,173,Москва,Сергей,,164
Кулон ожерелье украшение из ракушек Бохо Этно,913.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_ozherele_ukrashenie_iz_rakushek_boho_etno_4556995461?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,22,Москва,"Наталья, Михаил",,90
Комплект украшений натуральный перламутр,1250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/komplekt_ukrasheniy_naturalnyy_perlamutr_3735887888?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,53,Москва,Ольга,,476
Браслет в этно стиле,350.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/braslet_v_etno_stile_7197580625?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,162,Москва,Рахманова Алиса,,29
Украшения авторские в стиле бохо,1000.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_avtorskie_v_stile_boho_3294291803?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,576,Москва,A'Mara,,68
Колье бижутерия этно украшения ожерелье монисто,600.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kole_bizhuteriya_etno_ukrasheniya_ozherele_monisto_4502184372?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,101,Москва,ST_krossshop,,22
Кольца этно паук бабочка осьминог,250.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/koltsa_etno_pauk_babochka_osminog_4750123136?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,300,Москва,Elena,,156
Кулон на шею ожерелье украшение Бохо Этно,920.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_na_sheyu_ozherele_ukrashenie_boho_etno_4557179729?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,28,Москва,"Наталья, Михаил",,90
Комплект украшений бохо этно серьги и подвеска,585.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/komplekt_ukrasheniy_boho_etno_sergi_i_podveska_4180809861?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,1105,Москва,Товары Бохо шик,,1
Авторские украшения ручной работы серьги этно,1250.0,https://www.avito.ru/moskva_zelenograd/chasy_i_ukrasheniya/avtorskie_ukrasheniya_ruchnoy_raboty_sergi_etno_4640057095?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,16,Москва,ArtBijou Натальи Пахомовой,,4
"Украшения Этно/ кулон, сумочка",1300.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_etno_kulon_sumochka_3518521996?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,249,Москва,Татьяна,,50
Кулон украшение на шею Новый деревянный,500.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/kulon_ukrashenie_na_sheyu_novyy_derevyannyy_4945567698?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,90,Москва,Татьяна,,58
Этно украшения на голову,990.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/etno_ukrasheniya_na_golovu_4502209943?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,30,Москва,ST_krossshop,,22
"Винтажные украшения в этно стиле,Индия,Дубаи",700.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/vintazhnye_ukrasheniya_v_etno_stileindiyadubai_2844912447?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,2039,Москва,Елена,,86
Этно украшения бижутерия,1800.0,https://www.avito.ru/moskva/odezhda_obuv_aksessuary/etno_ukrasheniya_bizhuteriya_4499500693?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,202,Москва,Ирина,,27
Этно кольца,790.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_koltsa_3735549443?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,1091,Москва,Динара,,72
Этно украшения ручной работы,400.0,https://www.avito.ru/izhevsk/chasy_i_ukrasheniya/etno_ukrasheniya_ruchnoy_raboty_4340564777?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,230,Ижевск,Алина,,3
"Золотое кольцо в этно-стиле ""Эхо""",799.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/zolotoe_koltso_v_etno-stile_eho_4686620184?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,77,Москва,Amvia,,1
Чолпы/чулпы/шолпы этно украшение для волос,320.0,https://www.avito.ru/pskov/odezhda_obuv_aksessuary/cholpychulpysholpy_etno_ukrashenie_dlya_volos_4455581414?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,54,Псков,koshkinekusayut,,7
Серьги этно бохо,790.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/sergi_etno_boho_2932237499?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,1948,Москва,Надежда,,1
Украшения этно бохо,80.0,https://www.avito.ru/vyborg/chasy_i_ukrasheniya/ukrasheniya_etno_boho_4458507643?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,105,Выборгский р-н,Фима,,60
Украшения разные,1000.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_raznye_3878195652?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,415,Москва,Роза Майская,,132
Украшения бижутерия + серебро пакетом с копилкой,1200.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/ukrasheniya_bizhuteriya_serebro_paketom_s_kopilkoy_7233976313?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,45,Москва,Галина,,29
Этно украшение на голову,1000.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrashenie_na_golovu_4135701554?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6InNzek9mVGR3YkpvQWpOS3EiO31jeHOkJgAAAA,505,Махачкала,Патимат,,12
Этно украшения: набор перстней,150.0,https://www.avito.ru/petrozavodsk/chasy_i_ukrasheniya/etno_ukrasheniya_nabor_perstney_4259637892?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,66,Петрозаводский г.о.,Ксения,,118
Украшение на голову tico тико этно,250.0,https://www.avito.ru/arhangelsk/chasy_i_ukrasheniya/ukrashenie_na_golovu_tico_tiko_etno_4373023448?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,94,Архангельск,ALINA,,40
"Этно-серьги, этно-украшения",460.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/etno-sergi_etno-ukrasheniya_4169287137?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,1400,Уфа,Марфуга,,33
"Золотое кольцо в этно-стиле ""Тайна""",799.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/zolotoe_koltso_v_etno-stile_tayna_7214364408?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,19,Москва,Amvia,,1
Этно кольцо,10.0,https://www.avito.ru/ufa/odezhda_obuv_aksessuary/etno_koltso_3941741872?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,1437,Уфа,Карина,,27
Авторские украшения Серьги этно Африка,1750.0,https://www.avito.ru/moskva_zelenograd/chasy_i_ukrasheniya/avtorskie_ukrasheniya_sergi_etno_afrika_3488660178?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,136,Москва,ArtBijou Натальи Пахомовой,,4
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_4467896527?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,318,Махачкала,SAFIYA,,50
Этно бижутерия,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_bizhuteriya_3319662038?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,3772,Махачкала,Safa-Shop,,1
"Серебряное кольцо в этно-стиле ""Связь""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_svyaz_4654774295?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,24,Москва,Amvia,,1
Продам украшение на шею,1600.0,https://www.avito.ru/moskovskaya_oblast_rozhdestveno/chasy_i_ukrasheniya/prodam_ukrashenie_na_sheyu_3281785922?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,114,г.о. Истра,Оксана И,,4
Этно украшения,5000.0,https://www.avito.ru/nalchik/chasy_i_ukrasheniya/etno_ukrasheniya_4133893072?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,143,Нальчик,Мирабель,,11
"Браслеты, серьги, кольцо этно",580.0,https://www.avito.ru/bahchisaray/chasy_i_ukrasheniya/braslety_sergi_koltso_etno_2757154662?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,587,Бахчисарайский р-н,Лариса,,1
"Пришивные монетки, фурнитура этно-украшения",800.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/prishivnye_monetki_furnitura_etno-ukrasheniya_4584683474?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,73,Уфа,Марфуга,,33
Этно украшения,800.0,https://www.avito.ru/vladikavkaz/chasy_i_ukrasheniya/etno_ukrasheniya_4604551640?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,142,пл. Свободы,Oksana,,5
Этно-украшение браслет кольцо,950.0,https://www.avito.ru/levashi/chasy_i_ukrasheniya/etno-ukrashenie_braslet_koltso_4515116895?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,68,Левашинский р-н,Nafisa,,5
"Серебряное кольцо в этно-стиле ""Танец плетений""",649.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/serebryanoe_koltso_v_etno-stile_tanets_pleteniy_4623248568?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,31,Москва,Amvia,,1
Этно кольца и браслеты,500.0,https://www.avito.ru/derbent/odezhda_obuv_aksessuary/etno_koltsa_i_braslety_4297498885?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,179,Дербент,Анжела,,0
Этно украшения колье ажурные перья гестия,999.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/etno_ukrasheniya_kole_azhurnye_perya_gestiya_3620086170?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,768,Москва,Ясер,,39
Этно украшения кольца и браслеты,450.0,https://www.avito.ru/astrahan/chasy_i_ukrasheniya/etno_ukrasheniya_koltsa_i_braslety_2919817015?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,4583,Астрахань,Зоя,,15
Кольца этно,650.0,https://www.avito.ru/moskva/chasy_i_ukrasheniya/koltsa_etno_3365538976?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,129,Москва,Ресейл,,6
Серьги. Этно украшения в казахском стиле,800.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/sergi._etno_ukrasheniya_v_kazahskom_stile_4897650867?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,731,Санкт-Петербург,Розалия Максутова,,9
"Бижутерия, разные украшения в этно бохо стиле",300.0,https://www.avito.ru/penza/chasy_i_ukrasheniya/bizhuteriya_raznye_ukrasheniya_v_etno_boho_stile_4437515708?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,421,Пенза,ANNA,,10
Этно украшения,150.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_3865938301?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,357,Махачкала,ethno,,217
"Браслет, этно новый",240.0,https://www.avito.ru/ivanovo/odezhda_obuv_aksessuary/braslet_etno_novyy_4672992517?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,14,Иваново,Юлия,,29
Этно украшения,450.0,https://www.avito.ru/astrahan/chasy_i_ukrasheniya/etno_ukrasheniya_4167593301?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,856,Астрахань,SZ,,1
"Этно украшения для волос -шекелик, шашбау, заколки",1200.0,https://www.avito.ru/sankt-peterburg/chasy_i_ukrasheniya/etno_ukrasheniya_dlya_volos_-shekelik_shashbau_zakolki_4898213014?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,688,Санкт-Петербург,Розалия Максутова,,9
Этно украшения,4000.0,https://www.avito.ru/mahachkala/chasy_i_ukrasheniya/etno_ukrasheniya_7208558767?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,72,Махачкала,Аминат,,18
Этно кольцо,200.0,https://www.avito.ru/ufa/chasy_i_ukrasheniya/etno_koltso_3750331615?slocation=637640&context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImxMdUZrTFlFMzJzdUhraE8iO31skGT1JgAAAA,1824,Уфа,Карина,,27
